id,part,verse,in_doctrine,in_life_of_oyasama,en_6th_ed,ro,jp1,jp2,kanji,en
1020,11,27,,,I inform you of all matters whatever because I have an intention for the future.,nanimo kamo dono yona koto mo shirasuru wa   saki no omowaku aru kara no koto,なにもかもとのよな事もしらするハ,さきのをもわくあるからの事,何もかもどの様な事も知らするは   先の思惑有るからの事,"I inform you of any and everything, because I have a profound intention for the future."
1021,11,28,,,To explain what this talk is about: Tsukihi will take charge of everything in the future.,kono hanashi doyu koto de aru naraba   saki no yorozu wa Tsukihi hikiuke,このはなしどふゆう事てあるならば,さきのよろづハ月日ひきうけ,この話どういう事で有るならば   先の万は月日引き受け,"What does this talk mean? You may wonder. I, Tsukihi, will take charge of everything in the future."
1022,11,29,,1,"I, Tsukihi, will take charge because she is causally related to the origin.",Tsukihi yori hikiuke suru to yu no mo na   moto no innen aru kara no koto,月日よりひきうけするとゆうのもな,もとのいんねんあるからの事,月日より引き受けすると言うのもな   元の因縁有るからの事,"The reason I, Tsukihi, take charge is that she has the affinity to the creation."
1023,11,30,,1,To explain what the causality is about: she is an instrument of origin in the beginning of human beings.,innen mo doyu koto de aru naraba   ningen hajime moto no dogu ya,いんねんもどふゆう事であるならば,にんけんはぢめもとのどふぐや,因縁もどういう事で有るならば   人間初め元の道具や,What does this affinity mean? She was one of the instruments in the creation of human beings.
1024,11,31,,,Tsukihi will train this person in all matters and bring about marvelous salvation.,kono mono ni Tsukihi yorozu no shikomi suru   sore de mezurashi tasuke suru no ya,このものに月日よろづのしこみする,それでめづらしたすけるのや,この者に月日万の仕込みする   それで珍し救けするのや,"To this person, I, Tsukihi, will give any and every training, and then will work the remarkable salvation."
1025,11,32,,,Do not think of this lightly. It will become the Divine Record of Nihon.,kono koto wa chotto no koto ya to omouna yo   kore wa nihon no Koki naru no ya,この事わ一寸事やとをもうなよ,これハにほんのこふきなるのや,この事は一寸の事やと思うなよ   これは日本のこうきなるのや,"Never take this as a trivial matter! This shall become the Koki, the Divine Record, accomplished in the region where My teachings spread early."
1026,11,33,,,If you had only known earlier that she should have been returned home to be saved completely...,are inde kora hodo nanimo sukiyaka ni   tasukaru koto o hayaku shiritara,あれいんでこらほどなにもすきやかに,たすかる事をはやくしりたら,あれ去んでこら程何も清きやかに   助かる事を早く知りたら,"If only you had known beforehand that she should return home and be surely saved,"
1027,11,34,,,"Unaware of it, you would not return her, but tried to care for her there.",sore shirazu dodo inasazu kono toko de   yojo sashite okoto omota de,それしらずどふどいなさすこのとこで,よふぢよさしてをことをもたで,それ知らずどうぞ去なさずこの所で   養生させて置こうと思うたで,"Knowing nothing of it, you did not return her but tried to improve her health at that place."
1028,11,35,,,"If you had known this earlier, there would have been no suffering or anxiety.",konna koto hayaku shiritaru koto naraba   setsunami mo nashi shinpai mo nashi,こんな事はやくしりたる事ならば,せつなみもなししんバいもなし,こんな事早く知りたる事ならば   切なみも無し心配も無し,"If you could have known this reason beforehand, there would have been no pain or anxiety."
1029,11,36,,,"Because you humans are shallow-minded, you did not heed the words of Tsukihi.",ningen wa azanai mono de aru karani   Tsukihi yuwareru koto o somuita,にんけんハあざないものであるからに,月日ゆハれる事をそむいた,人間はあざない者で有るからに   月日言われる事を背いた,"Because human beings are so shallow-minded, you have disregarded the words of Tsukihi."
1030,11,37,,,"From now on, you must firmly lean on Tsukihi in all matters whatever.",korekara wa donna koto demo Tsukihi niwa   motare tsukaneba naran koto ya de,これからハどんな事でも月日にハ,もたれつかねばならん事やで,これからはどんな事でも月日には   凭れ付かねばならん事やで,Henceforth you must rely upon Tsukihi on whatever kinds of things.
1031,11,38,,,"In doing anything, so long as you lean on Tsukihi, there will be no danger.",dono yona koto o suru nimo Tsukihi ni wa   motarete ireba abunaki wa nai,どのよふな事をするにも月日にて,もたれていればあふなけハない,どの様な事をするにも月日には   凭れて居れば危な気は無い,"In doing anything, if you rely on Tsukihi, there shall be no danger."
1032,11,39,,,Your unawareness of such a splendid path as this has led to your remorse.,kono yona kekko naru no michisuji o   shirazu ni ita ga ato no kokwai,このよふなけへこふなるのみちすしを,しらすにいたがあとのこふくハい,この様な結構なるの道筋を   知らずに居たが後の後悔,It will be indeed a matter of later repentance that you remained ignorant of this splendid way.
1033,11,40,,,"Hereafter, whatever you are told, you should never go against what Tsukihi says.",konosaki wa dono yona koto o yuwaretemo   Tsukihi yuwareru koto wa somukan,このさきハどのよな事をゆハれても,月日ゆハれる事ハそむかん,この先はどの様な事を言われても   月日言われる事は背かん,"Henceforth you must determine that you will never disregard the word of Tsukihi, whatever it may be."
1034,11,41,,,The chest of the one taken as a shrine by Tsukihi is blocked. What do you think of it?,Tsukihi yori yashiro to naru no muna saki no   tsukaete aru o nanto omou zo,月日よりやしろとなるのむなさきの,つかゑてあるをなんとをもうぞ,月日より社となるの胸先の   痞えて有るを何と思うぞ,Why do you think the chest of the Shrine of Tsukihi is so choked?
1035,11,42,,,Do not think of this blocking as being ordinary. The mind of Tsukihi is truly anxious.,kono tsukae hitonami naru to omouna yo   Tsukihi no kokoro makoto shinpai,このつかへ人なみなるとをもうなよ,,この痞え人並なると思うなよ   月日の心真心配,Never think that this choking is ordinary common! The mind of Tsukihi is truly anxious.
1036,11,43,,,"Unaware of this, all of you everywhere are doing your own work only with self-centered thoughts.",sore shirazu mina ichiretsu wa meme ni   waga mi shiyan de shigoto bakari o,それしらずみな一れつハめへ／＼に,わがみしやんでしことばかりを,それ知らず皆一列は銘々に   我が身思案で仕事ばかりを,"Unaware of this, all of you are equally working with selfish thoughts, thinking only of yourself."
1037,11,44,,,"Tsukihi sees all paths whatever, but no one in the world thinks about it.",Tsukihi niwa dono yona michi mo miete aru   sekaiju wa sore o omowazu,月日にハどのよなみちもみへてある,せかいぢううハそれをふもハす,月日にはどの様な道も見えて有る   世界中はそれを思わず,"I, Tsukihi, can see through whatever kinds of ways, but people of the whole world do not think about it."
1038,11,45,,,"Ponder over this path, all My children! There is no knowing what kind of path will appear.",kono michi o kodomo ichiretsu shiyan seyo   dono yona michi ga aru ya shiren de,このみちをこども一れつしやんせよ,どのよなみちがあるやしれんで,この道を子供一列思案せよ   どの様な道が有るや知れんで,"All of you children, equally ponder over this way! There is no knowing what kind of way shall appear."
