verse_id,part,verse,in_doctrine,in_life_of_oyasama,pt,en_6th_ed,ro,jp1,jp2,kanji,english
704,7,78,,,O que todos estavam pensando até agora sobre a Permissão do Parto Feliz e a proteção contra varíola?,"Even until now, the blessings of safe childbirth and freedom from smallpox: what were your thoughts about them?",imamade mo obiya hoso no kono yurushi   nanto omote mina ga ita yara,いまゝでもをびやほふそのこのゆるし,なんとをもふてみながいたやら,今迄も帯屋疱瘡のこの許し   何と思うて皆が居たやら,What have you been thinking on the sanctions of safe childbirth and freedom from smallpox until now?
705,7,79,,,"Desta vez, o que quer que seja, farei ouvir dizendo tudo clara e sinceramente.","This time, I shall clearly tell you the truth of everything, whatever it may be.",konotabi wa donna koto demo sukiyaka ni   mina shinjitsu ni yute kikasuru,このたびハとんな事てもすきやかに,みなしんぢつにゆうてきかする,この度はどんな事でも清きやかに   皆真実に言うて聞かする,"This time I will clearly and truly tell you, whatever kinds of things they may be."
706,7,80,,,"Doravante, assegurando a salvação do parto, farei nascer rapidamente e sem sofrimento.","From now on, I shall save you completely from the rigors of childbirth. You shall give birth quickly and without distress.",korekara wa obiya tasuke mo shikkari to   setsunami nashi ni hayaku umasuru,これからハをびやたすけもしいかりと,せつなみなしにはやくむまする,これからは帯屋救けも確りと   切なみ無しに早く産まする,"Henceforth I will let you bear children surely, painlessly and quickly, by the saving grace of safe childbirth."
707,7,81,,,"O que quer que diga gradualmente em palavras, devem realizar tal como Tsukihi diz.","Step by step, whatever you say will be to no avail. You must do as Tsukihi says.",dandan to kuchi de nani goto yuta tote   Tsukihi yu yoni seneba ikan de,たん／＼と口でなに事ゆうたとて,月日ゆうよにせねばいかんで,段々と口で何事言うたとて   月日言う様にせねばいかんで,"Whatever you may say by mouth, it is wrong if you do not really do as I, tTsukihi, say."
708,7,82,,,"Seja o que for, façam corretamente tal como Tsukihi diz. Não há nenhum erro.","In whatever things, do just as Tsukihi says. There is never a mistake in what I say.",Tsukihi yori nanino koto demo shikkari to   yu yoni seyo chigau koto nashi,月日よりなにの事でもしいかりと,ゆうよふにせよちがう事なし,月日より何の事でも確りと   言う様にせよ違う事無し,"On whatever kinds of matters, do definitely as I, Tsukihi, say! Then there shall be no mistake."
709,7,83,1,1,"Toda e qualquer salvação será através do Serviço, se fizerem corretamente tal como Tsukihi diz...",Any salvation whatever is all through the Service. If only you do just as Tsukihi says...,dono yona tasuke suru no mo mina Tsutome   Tsukihi yu yoni tashika suru nara,どのよふなたすけするのもみなつとめ,月日ゆうよにたしかするなら,どの様な救けするのも皆勤め   月日言う様に確かするなら,"Any and every salvation shall be accomplished by the Service, if only you do just as I, Tsukihi, say."
710,7,84,1,1,"Se tiverem o espírito realmente sincero, Tsukihi compromete-se firmemente em salvar.","If your mind is sincere, Tsukihi will assuredly save you.",shinjitsu no kokoro aru nara Tsukihi nimo   shikato ukeyai tasuke suru zo ya,しんぢつの心あるなら月日にも,しかとうけやいたすけするぞや,真実の心有るなら月日にも   確と請け合い救けするぞや,"I, Tsukihi, will assuredly save you, if only there is true sincerity in your mind."
711,7,85,,1,"A salvação que realizo desta vez, é a primeira que faço comprometendo-me verdadeiramente.",On salvation this time: this is the beginning of My salvation truly assured.,konotabi wa tasuke suru no mo shinjitsu ni   ukeyote tasuke ima ga hajime ya,このたびハたすけするのもしんぢつに,うけよてたすけいまがはじめや,この度は救けするのも真実に   請け合うて救け今が初めや,This time I will assuredly save you. This is the first time that I truly assure you salvation.
712,7,86,,1,"Por estar tão apressado o espírito de Tsukihi, os próximos devem se preparar para o Serviço.","The mind of Tsukihi urgently hastens. You close to Me, also, prepare your minds for the Service!",kora hodoni Tsukihi no kokoro sete iru   soba no kokoro mo Tsutome koshirae,こらほどに月日の心せゑている,そばの心もつとめこしらゑ,こら程に月日の心急いて居る   側の心も勤め拵え,"Hastening like this is the mind of Tsukihi. You close to Me also, prepare your minds to perform the Service!"
713,7,87,,1,"Este preparo não se limita somente a um caso, todo e qualquer caso, tudo é pelo Serviço.",This preparation is not just for any one thing. The Service is for any and all matters.,kono moyo nani bakari dewa nai hodoni   donna koto demo mina Tsutome ya de,このもよふなにばかりてハないほどに,とんな事でもみなつとめやで,この模様何ばかりでは無い程に   どんな事でも皆勤めやで,This preparation is not limited for any Service in particular. Any and everything shall be saved by the Services.
714,7,88,,1,"Quanto aos Serviços, não são iguais. Instruirei todos os respectivos movimentos das mãos.",The Service: it is not always the same. I shall teach you the hand movements for each purpose.,Tsutome demo onaji koto dewa nai hodoni   mina sorezore to tee o oshieru,つとめでもをなぢ事てハないほどに,みなそれ／＼とてへをふしゑる,勤めでも同じ事では無い程に   皆それぞれと手を教える,"Speaking of the Services, they are not all the same. I will teach you the hand-gestures for each of them."
715,7,89,,,"Quanto à caminhada de até o presente, não há quem tenha conhecido como foi.",No one knows what kinds of paths humankind has passed through from the beginning until now.,imamade no michi no sugara to yu mono wa   doyu michi mo shirita mono nashi,いまゝてのみちのすがらとゆうものハ,とふゆうみちもしりたものなし,今迄の道のすがらと言うものは   どういう道も知りた者無し,No one has understood what kinds of ways man has passed through until now.
716,7,90,,,"Doravante, qual seja o caminho, contarei gradualmente tudo sobre o curso de todas as coisas.","From now on, I shall tell you about every kind of path and all of their courses step by step.",korekara wa dono yona michi mo dandan to   yorozu michisuji mina yute kikasu,これからハとのよなみちもたん／＼と,よろづみちすじみなゆてきかす,これからはどの様な道も段々と   万道筋皆言うて聞かす,"Henceforth on whatever kinds of ways, I will tell you step by step any and every course of the way."
717,7,91,,,"Se ouvirem de Tsukihi tudo sobre a caminhada, compreenderão que este pesar não é sem razão.","When you hear of all these courses from Tsukihi, you will understand that My regret is not unreasonable.",Tsukihi yori nanimo michisuji kiita nara   kono zannen wa muri de arumai,月日よりなにもみちすじきいたなら,このざんねんハむりてあるまい,月日より何も道筋聞いたなら   この残念は無理で有るまい,"If you hear all of the way from Me, Tsukihi, you will understand that this regret is not unreasonable."
718,7,92,,,"Se Tsukihi dissipar este sentimento único, todo o posterior será repleto de alegria.","After Tsukihi has cleared away this one matter, there will only be joyousness.",Tsukihi yori kono ichijo o harashitara   ato no tokoro wa yokizukume ya,月日よりこの一ぢよをはらしたら,あとのところはよふきづくめや,月日よりこの一条を晴らしたら   後の所は陽気ずくめや,"When I, Tsukihi, have cleared away this one matter, thereafter everything will become full of joy."
719,7,93,,,"O que se diz repleto de alegria dia a dia, não há quem saiba o que significa.",This joyousness day after day: perhaps no one knows what it is.,nichinichi ni yokizukume to yu no wa na   ika naru koto ya tare mo shiromai,にち／＼によふきづくめとゆうのわな,いかなる事やたれもしろまい,日々に陽気ずくめと言うのはな   如何なる事や誰も知ろまい,Day by day I teach you a life full of joy. But perhaps no one can understand what it truly means.
720,7,94,,1,A alegria em todas as coisas deve-se ao Serviço. Ensino todas as coisas extraordinárias.,Joy in everything is all by the Service. I shall teach you every kind of marvel.,nanimo kamo yoki to yu wa mina Tsutome   mezurashi koto o mina oshieru de,なにもかもよふきとゆうハみなつとめ,めづらし事をみなをしゑるで,何もかも陽気と言うは皆勤め   珍し事を皆教えるで,Through this Service any and everything shall become joyous. I will teach you every remarkable thing.
